Treatment,Date,Group,Sex,Time,Weight,Growth Rate,Notes,Ctime
new,oct 4th,Oct_4_New,F,41,443,10.80487805,,-3.241071429
new,oct 4th,Oct_4_New,F,41,489,11.92682927,,-3.241071429
new,oct 4th,Oct_4_New,F,41,326,7.951219512,,-3.241071429
new,oct 4th,Oct_4_New,F,41,453,11.04878049,,-3.241071429
new,oct 4th,Oct_4_New,F,41,482,11.75609756,,-3.241071429
new,oct 4th,Oct_4_New,F,41,507,12.36585366,,-3.241071429
new,oct 4th,Oct_4_New,F,41,340,8.292682927,,-3.241071429
new,oct 4th,Oct_4_New,F,41,388,9.463414634,,-3.241071429
new,oct 4th,Oct_4_New,F,41,388,9.463414634,,-3.241071429
new,oct 4th,Oct_4_New,F,41,411,10.02439024,,-3.241071429
new,oct 4th,Oct_4_New,F,41,479,11.68292683,,-3.241071429
new,oct 4th,Oct_4_New,F,41,433,10.56097561,,-3.241071429
new,oct 4th,Oct_4_New,F,41,288,7.024390244,"POOR WING DEVELOPMENT, MISSING HING LEG X1",-3.241071429
new,oct 4th,Oct_4_New,F,41,477,11.63414634,,-3.241071429
new,oct 4th,Oct_4_New,M,42,374,8.904761905,,-2.241071429
new,oct 4th,Oct_4_New,M,42,411,9.785714286,,-2.241071429
new,oct 4th,Oct_4_New,M,42,392,9.333333333,,-2.241071429
new,oct 4th,Oct_4_New,M,42,386,9.19047619,,-2.241071429
new,oct 4th,Oct_4_New,M,42,385,9.166666667,,-2.241071429
new,oct 4th,Oct_4_New,M,42,391,9.30952381,,-2.241071429
new,oct 4th,Oct_4_New,M,42,413,9.833333333,,-2.241071429
new,oct 4th,Oct_4_New,M,42,393,9.357142857,,-2.241071429
new,oct 4th,Oct_4_New,M,42,400,9.523809524,,-2.241071429
new,oct 4th,Oct_4_New,M,42,382,9.095238095,,-2.241071429
new,oct 4th,Oct_4_New,M,42,282,6.714285714,MISSING HIND LEG X1,-2.241071429
new,oct 4th,Oct_4_New,M,42,388,9.238095238,,-2.241071429
new,oct 4th,Oct_4_New,M,42,307,7.30952381,,-2.241071429
new,oct 4th,Oct_4_New,M,42,352,8.380952381,,-2.241071429
new,oct 4th,Oct_4_New,M,42,414,9.857142857,,-2.241071429
new,oct 4th,Oct_4_New,F,42,466,11.0952381,,-2.241071429
new,oct 4th,Oct_4_New,F,42,429,10.21428571,,-2.241071429
new,oct 4th,Oct_4_New,F,42,445,10.5952381,,-2.241071429
new,oct 4th,Oct_4_New,F,42,494,11.76190476,,-2.241071429
new,oct 4th,Oct_4_New,F,42,389,9.261904762,,-2.241071429
new,oct 4th,Oct_4_New,M,43,332,7.720930233,,-1.241071429
new,oct 4th,Oct_4_New,M,43,446,10.37209302,,-1.241071429
new,oct 4th,Oct_4_New,M,43,364,8.465116279,,-1.241071429
new,oct 4th,Oct_4_New,M,43,480,11.1627907,,-1.241071429
new,oct 4th,Oct_4_New,M,43,377,8.76744186,,-1.241071429
new,oct 4th,Oct_4_New,M,43,409,9.511627907,,-1.241071429
new,oct 4th,Oct_4_New,M,43,365,8.488372093,,-1.241071429
new,oct 4th,Oct_4_New,M,43,318,7.395348837,,-1.241071429
new,oct 4th,Oct_4_New,M,43,345,8.023255814,,-1.241071429
new,oct 4th,Oct_4_New,M,43,378,8.790697674,,-1.241071429
new,oct 4th,Oct_4_New,M,43,421,9.790697674,,-1.241071429
new,oct 4th,Oct_4_New,F,43,357,8.302325581,,-1.241071429
new,oct 4th,Oct_4_New,F,44,493,11.20454545,,-0.241071429
new,oct 4th,Oct_4_New,F,44,504,11.45454545,,-0.241071429
new,oct 4th,Oct_4_New,F,44,532,12.09090909,,-0.241071429
new,oct 4th,Oct_4_New,M,45,516,11.46666667,,0.758928571
new,oct 4th,Oct_4_New,F,45,616,13.68888889,,0.758928571
new,oct 4th,Oct_4_New,F,45,531,11.8,,0.758928571
new,oct 4th,Oct_4_New,F,45,562,12.48888889,,0.758928571
new,oct 4th,Oct_4_New,F,45,549,12.2,,0.758928571
new,oct 4th,Oct_4_New,F,45,557,12.37777778,,0.758928571
new,oct 4th,Oct_4_New,F,45,451,10.02222222,,0.758928571
new,oct 4th,Oct_4_New,F,45,513,11.4,,0.758928571
new,oct 4th,Oct_4_New,F,45,479,10.64444444,,0.758928571
new,oct 4th,Oct_4_New,M,46,480,10.43478261,,1.758928571
new,oct 4th,Oct_4_New,M,46,513,11.15217391,,1.758928571
new,oct 4th,Oct_4_New,M,46,488,10.60869565,,1.758928571
new,oct 4th,Oct_4_New,M,46,479,10.41304348,,1.758928571
new,oct 4th,Oct_4_New,M,46,511,11.10869565,,1.758928571
new,oct 4th,Oct_4_New,M,46,465,10.10869565,,1.758928571
new,oct 4th,Oct_4_New,F,46,417,9.065217391,,1.758928571
new,oct 4th,Oct_4_New,F,46,539,11.7173913,,1.758928571
new,oct 4th,Oct_4_New,M,47,553,11.76595745,,2.758928571
new,oct 4th,Oct_4_New,M,47,502,10.68085106,,2.758928571
new,oct 4th,Oct_4_New,M,47,532,11.31914894,,2.758928571
new,oct 4th,Oct_4_New,M,47,476,10.12765957,,2.758928571
new,oct 4th,Oct_4_New,M,47,504,10.72340426,,2.758928571
new,oct 4th,Oct_4_New,M,47,512,10.89361702,,2.758928571
new,oct 4th,Oct_4_New,F,47,634,13.4893617,,2.758928571
new,oct 4th,Oct_4_New,M,49,373,7.612244898,MISSING HIND LEG X1,4.758928571
new,oct 5th,Oct_5_New,F,39,376,9.641025641,,-1.307692308
new,oct 5th,Oct_5_New,F,39,499,12.79487179,,-1.307692308
new,oct 5th,Oct_5_New,F,39,405,10.38461538,,-1.307692308
new,oct 5th,Oct_5_New,F,39,382,9.794871795,,-1.307692308
new,oct 5th,Oct_5_New,F,39,409,10.48717949,,-1.307692308
new,oct 5th,Oct_5_New,F,39,454,11.64102564,POOR WING DEVELOPMENT,-1.307692308
new,oct 5th,Oct_5_New,F,39,477,12.23076923,,-1.307692308
new,oct 5th,Oct_5_New,F,39,376,9.641025641,,-1.307692308
new,oct 5th,Oct_5_New,F,39,542,13.8974359,,-1.307692308
new,oct 5th,Oct_5_New,F,39,476,12.20512821,,-1.307692308
new,oct 5th,Oct_5_New,F,39,435,11.15384615,,-1.307692308
new,oct 5th,Oct_5_New,F,39,342,8.769230769,,-1.307692308
new,oct 5th,Oct_5_New,F,39,534,13.69230769,,-1.307692308
new,oct 5th,Oct_5_New,F,39,485,12.43589744,,-1.307692308
new,oct 5th,Oct_5_New,F,42,581,13.83333333,,1.692307692
new,oct 5th,Oct_5_New,F,42,580,13.80952381,,1.692307692
new,oct 5th,Oct_5_New,F,42,487,11.5952381,,1.692307692
new,oct 5th,Oct_5_New,F,43,480,11.1627907,,2.692307692
new,oct 5th,Oct_5_New,F,45,501,11.13333333,POOR WING DEVELOPMENT,4.692307692
new,oct 5th,Oct_5_New,F,44,581,13.20454545,,3.692307692
new,oct 5th,Oct_5_New,F,44,563,12.79545455,,3.692307692
new,oct 5th,Oct_5_New,F,40,466,11.65,,-0.307692308
new,oct 5th,Oct_5_New,F,40,477,11.925,,-0.307692308
new,oct 5th,Oct_5_New,F,39,385,9.871794872,,-1.307692308
new,oct 5th,Oct_5_New,F,40,386,9.65,,-0.307692308
new,oct 5th,Oct_5_New,F,42,646,15.38095238,,1.692307692
new,oct 5th,Oct_5_New,F,42,613,14.5952381,,1.692307692
new,oct 5th,Oct_5_New,F,42,505,12.02380952,,1.692307692
new,oct 5th,Oct_5_New,F,38,383,10.07894737,,-2.307692308
new,oct 5th,Oct_5_New,F,38,409,10.76315789,,-2.307692308
new,oct 5th,Oct_5_New,F,38,501,13.18421053,,-2.307692308
new,oct 5th,Oct_5_New,F,38,310,8.157894737,POOR WING AND OVIPOSITER DEVELOPMENT,-2.307692308
new,oct 5th,Oct_5_New,F,38,428,11.26315789,,-2.307692308
new,oct 5th,Oct_5_New,F,38,485,12.76315789,,-2.307692308
new,oct 5th,Oct_5_New,F,38,408,10.73684211,,-2.307692308
new,oct 5th,Oct_5_New,F,38,390,10.26315789,,-2.307692308
new,oct 5th,Oct_5_New,F,38,356,9.368421053,,-2.307692308
new,oct 5th,Oct_5_New,F,38,447,11.76315789,,-2.307692308
new,oct 5th,Oct_5_New,F,38,470,12.36842105,,-2.307692308
new,oct 5th,Oct_5_New,F,38,461,12.13157895,,-2.307692308
new,oct 5th,Oct_5_New,F,38,490,12.89473684,,-2.307692308
new,oct 5th,Oct_5_New,F,37,430,11.62162162,,-3.307692308
new,oct 5th,Oct_5_New,F,37,492,13.2972973,,-3.307692308
new,oct 5th,Oct_5_New,F,38,382,10.05263158,,-2.307692308
new,oct 5th,Oct_5_New,F,38,425,11.18421053,,-2.307692308
new,oct 5th,Oct_5_New,F,38,424,11.15789474,,-2.307692308
new,oct 5th,Oct_5_New,F,37,483,13.05405405,,-3.307692308
new,oct 5th,Oct_5_New,M,40,398,9.95,,-1.87037037
new,oct 5th,Oct_5_New,M,41,381,9.292682927,,-0.87037037
new,oct 5th,Oct_5_New,M,41,377,9.195121951,,-0.87037037
new,oct 5th,Oct_5_New,M,41,445,10.85365854,,-0.87037037
new,oct 5th,Oct_5_New,M,41,378,9.219512195,,-0.87037037
new,oct 5th,Oct_5_New,M,40,416,10.4,,-1.87037037
new,oct 5th,Oct_5_New,M,40,363,9.075,,-1.87037037
new,oct 5th,Oct_5_New,M,40,385,9.625,,-1.87037037
new,oct 5th,Oct_5_New,M,44,437,9.931818182,,2.12962963
new,oct 5th,Oct_5_New,M,44,501,11.38636364,MISSING HIND LEG X1,2.12962963
new,oct 5th,Oct_5_New,M,38,438,11.52631579,,-3.87037037
new,oct 5th,Oct_5_New,M,44,509,11.56818182,,2.12962963
new,oct 5th,Oct_5_New,M,44,562,12.77272727,,2.12962963
new,oct 5th,Oct_5_New,M,44,432,9.818181818,,2.12962963
new,oct 5th,Oct_5_New,M,44,563,12.79545455,,2.12962963
new,oct 5th,Oct_5_New,M,43,465,10.81395349,,1.12962963
new,oct 5th,Oct_5_New,M,43,387,9,,1.12962963
new,oct 5th,Oct_5_New,M,38,431,11.34210526,,-3.87037037
new,oct 5th,Oct_5_New,M,46,564,12.26086957,,4.12962963
new,oct 5th,Oct_5_New,M,43,506,11.76744186,,1.12962963
new,oct 5th,Oct_5_New,M,43,539,12.53488372,,1.12962963
new,oct 5th,Oct_5_New,M,43,445,10.34883721,,1.12962963
new,oct 5th,Oct_5_New,M,43,527,12.25581395,,1.12962963
new,oct 5th,Oct_5_New,M,39,426,10.92307692,,-2.87037037
new,oct 5th,Oct_5_New,M,39,401,10.28205128,,-2.87037037
new,oct 5th,Oct_5_New,M,39,400,10.25641026,,-2.87037037
new,oct 5th,Oct_5_New,M,39,369,9.461538462,,-2.87037037
new,oct 5th,Oct_5_New,M,39,390,10,,-2.87037037
new,oct 5th,Oct_5_New,M,39,396,10.15384615,,-2.87037037
new,oct 5th,Oct_5_New,M,39,416,10.66666667,,-2.87037037
new,oct 5th,Oct_5_New,M,39,355,9.102564103,POOR WING DEVELOPMENT,-2.87037037
new,oct 5th,Oct_5_New,M,39,385,9.871794872,,-2.87037037
new,oct 5th,Oct_5_New,M,39,368,9.435897436,,-2.87037037
new,oct 5th,Oct_5_New,M,39,369,9.461538462,POOR WING DEVELOPMENT,-2.87037037
new,oct 5th,Oct_5_New,M,39,318,8.153846154,POOR WING DEVELOPMENT,-2.87037037
new,oct 5th,Oct_5_New,M,39,419,10.74358974,,-2.87037037
new,oct 5th,Oct_5_New,M,39,352,9.025641026,,-2.87037037
new,oct 5th,Oct_5_New,M,39,357,9.153846154,,-2.87037037
new,oct 5th,Oct_5_New,M,39,396,10.15384615,,-2.87037037
new,oct 5th,Oct_5_New,M,39,367,9.41025641,,-2.87037037
new,oct 5th,Oct_5_New,M,40,415,10.375,,-1.87037037
new,oct 5th,Oct_5_New,M,40,428,10.7,,-1.87037037
new,oct 5th,Oct_5_New,M,40,362,9.05,,-1.87037037
new,oct 5th,Oct_5_New,M,40,403,10.075,,-1.87037037
new,oct 5th,Oct_5_New,M,40,409,10.225,,-1.87037037
new,oct 5th,Oct_5_New,M,40,432,10.8,,-1.87037037
new,oct 5th,Oct_5_New,M,40,402,10.05,,-1.87037037
new,oct 5th,Oct_5_New,M,40,402,10.05,,-1.87037037
new,oct 5th,Oct_5_New,M,40,367,9.175,,-1.87037037
new,oct 5th,Oct_5_New,M,39,402,10.30769231,,-2.87037037
new,oct 5th,Oct_5_New,M,39,359,9.205128205,,-2.87037037
new,oct 5th,Oct_5_New,M,39,414,10.61538462,,-2.87037037
new,oct 5th,Oct_5_New,M,39,412,10.56410256,,-2.87037037
new,oct 5th,Oct_5_New,M,40,430,10.75,,-1.87037037
new,oct 5th,Oct_5_New,M,40,403,10.075,,-1.87037037
new,oct 5th,Oct_5_New,M,39,401,10.28205128,,-2.87037037
new,oct 5th,Oct_5_New,M,40,373,9.325,,-1.87037037
